Key;Nieuw Wetboek van Strafvordering
492-0-0-0;40695
493-1-0-0;"algemene regeling 2.5.31; 6.1.13, 1; 6.1.14, 3"
493-2-0-0;6.1.13, 9
493-3-0-0;6.1.13, 7 en 8
493-4-0-0;6.1.13, 2
493-5-0-0;6.1.13, 10
493-6-0-0;6.1.14, 1 en 2
493-7-0-0;6.1.13, 1
493a-1-0-0;50557
493a-2-0-0;52383
494-1-0-0;6.1.30, 1 en 2
494-2-0-0;6.1.30, 3
494-3-0-0;6.1.29, 1
494-4-0-0;6.1.29, 1
494a-1-0-0;6.1.29, 1
494a-2-0-0;6.1.29, 4
494a-3-0-0;6.1.30, 1, b
494a-4-0-0;"6.1.29, 5; 6.1.34"
494b-1-0-0;6.1.16, 4
494b-2-0-0;43983
495-1-0-0;6.1.17, 1, 2, 3 en 4
495-2-0-0;6.1.17, 4
495-2-a-0;6.1.17, 4, a
495-2-b-0;6.1.17, 4, b
495-2-c-0;6.1.17, 4, c
495-3-0-0;6.1.18, 1
495-4-0-0;6.1.28, 3
495-5-0-0;vervallen (mvt)
495-6-0-0;6.1.28, 3
495a-1-0-0;6.1.21, 1
495a-2-0-0;6.1.21, 2
495a-3-0-0;6.1.21, 2
495a-4-0-0;vervallen (mvt)
495b-1-0-0;6.1.22, 1
495b-2-0-0;6.1.22, 2
496-1-0-0;6.1.41, 1
496-2-0-0;6.1.43, 1
496-2-a-0;6.1.43, 1, a
496-2-b-0;6.1.43, 2
496-2-c-0;6.1.43, 1, b
496-3-0-0;6.1.43, 3
496-4-0-0;6.1.41, 2
496-5-0-0;6.1.41, 3
496a-1-0-0;6.1.42, 1
496a-2-0-0;6.1.42, 2
496a-3-0-0;vervallen (mvt)
496a-3-a-0;vervallen (mvt)
496a-3-b-0;vervallen (mvt)
496a-3-c-0;vervallen (mvt)
497-1-0-0;6.1.22, 3
497-2-0-0;6.1.22, 3
498-0-0-0;6.1.29, 1
499-1-0-0;6.1.18, 2
499-2-0-0;6.1.18, 3
500-1-0-0;6.1.17, 3
500-2-0-0;vervallen (mvt)
501-0-0-0;**
502-1-0-0;vervallen (mvt)
502-2-0-0;vervallen (mvt)
503-1-0-0;48366
503-2-0-0;48366
509a-1-0-0;6.1.50, 1
509a-2-0-0;6.1.50, 2
509a-3-0-0;vervallen
509b-1-0-0;6.1.50, 4
509b-2-0-0;6.1.50, 5
509c-0-0-0;6.1.51, 1
509d-1-0-0;vervallen (mvt)
509d-2-0-0;vervallen (mvt)
509d-3-0-0;vervallen (mvt)
509f-0-0-0;vervallen
509f-0-0-0;vervallen
509f-0-0-0;vervallen
509f-0-0-0;vervallen
509g-1-0-0;4.2.53, 1
509g-2-0-0;4.2.53, 3
509g-3-0-0;
509g-4-0-0;4.2.53, 5
509h-1-0-0;4.2.53, 6
509h-2-0-0;4.2.53, 6
509ibis-0-0-0;4.3.30, 5
509hh-1-0-0;6.5.1, 1
509hh-1-a-0;6.5.1, 1, a
509hh-1-b-0;6.5.1, 1, b
509hh-1-c-0;6.5.1, 1, c
509hh-2-0-0;6.5.1, 2
509hh-2-a-0;6.5.1, 2, a
509hh-2-b-0;6.5.1, 2, b
509hh-2-c-0;6.5.1, 2, c
509hh-2-d-0;6.5.1, 2, d
509hh-3-0-0;6.5.1, 3
509hh-4-0-0;6.5.1, 4
509hh-5-0-0;6.5.1, 5
509hh-6-0-0;6.5.1, 6
510-1-0-0;6.1.54, 1
510-2-0-0;6.1.54, 3
510-3-0-0;6.1.54, 5
510-4-0-0;6.1.54, 4
511-1-0-0;6.1.55, 1
511-2-0-0;6.1.55, 1
511a-1-0-0;6.5.14, 1
511a-2-0-0;6.5.14, 2
511a-3-0-0;6.5.14, 3
511a-4-0-0;6.5.14, 5
511aa-1-0-0;6.5.15, 1
511aa-2-0-0;6.5.15, 2
511aa-3-0-0;6.5.15, 3
511aa-3-a-0;6.5.15, 3, a
511aa-3-b-0;6.5.15, 3, b
511aa-3-c-0;6.5.15, 3, c
511ab-1-0-0;6.5.16, 1
511ab-2-0-0;6.5.16, 2
511ac-0-0-0;6.5.14, 4
511b-1-0-0;4.4.17, 1
511b-2-0-0;41368
511b-3-0-0;algemene regeling B1H9
511b-4-0-0;algemene regeling B4T1.2
511c-0-0-0;4.4.24, 1
511d-1-0-0;"4.4.17, 2; 4.4.18, 1; 4.4.23, 1"
511d-2-0-0;4.2.50, 1
511d-3-0-0;43194
511e-1-0-0;4.4.18, 1 en 2
511e-1-a-0;42098
511e-1-b-0;4.4.18, 1, e
511e-2-0-0;4.2.50, 1
511f-0-0-0;4.4.16, 2
511g-1-0-0;5.4.41, 1
511g-2-0-0;"5.4.41, 2; 5.4.42, 3"
511g-2-a-0;5.4.42, 3
511g-2-b-0;5.4.42, 3
511g-2-c-0;5.4.42, 3
511g-2-d-0;5.4.42, 3
511h-0-0-0;5.5.20, 1 en 2
511i-0-0-0;43559
512-0-0-0;6.2.1
513-1-0-0;6.2.2, 1
513-2-0-0;6.2.2, 2
513-3-0-0;6.2.2, 3
513-4-0-0;6.2.2, 4
513-5-0-0;6.2.2, 2
514-0-0-0;6.2.3
515-1-0-0;"1.2.13, 1, e; 6.2.4, 1"
515-2-0-0;6.2.4, 2
515-3-0-0;6.2.4, 4
515-4-0-0;6.2.4, 5
515-5-0-0;algemene regeling 5.1.1
517-1-0-0;6.2.5, 1
517-2-0-0;6.2.5, 2
517-3-0-0;6.2.5, 2
518-1-0-0;6.2.6, 1
518-2-0-0;6.2.6, 2
518-3-0-0;algemene regeling 5.1.1
525-1-0-0;6.2.7, 1
525-1-0-1;6.2.7, 1, a
525-1-0-2;6.2.7, 1, b
525-2-0-0;6.2.7, 2
526-1-0-0;6.2.8, 1
526-2-0-0;6.2.8, 2
526-3-0-0;6.2.8, 3
526-4-0-0;6.2.8, 4
526-5-0-0;vervallen (mvt)
527-1-0-0;6.2.9, 2
527-2-0-0;6.2.9, 3
527-3-0-0;6.2.9, 4
527-4-0-0;6.2.9, 5
528-1-0-0;6.1.53, 1
528-2-0-0;6.1.53, 2
528-3-0-0;6.1.53, 3
529-1-0-0;"6.6.1, 1; 6.6.11, 1"
529-2-0-0;vervallen (mvt)
529-3-0-0;algemene regeling 1.2.16
529-4-0-0;vervallen
529-5-0-0;6.6.11, 4
530-1-0-0;"6.6.1, 1; 6.6.12, 1"
530-2-0-0;6.6.12, 2
530-3-0-0;6.6.12, 3
530-4-0-0;6.6.12, 4
530-5-0-0;6.6.12, 4
531-1-0-0;6.6.13, 1
531-2-0-0;6.6.13, 2
531-3-0-0;vervallen
532-0-0-0;**
533-1-0-0;"6.6.1, 1; 6.6.2, 2; 6.6.5, 3"
533-2-0-0;6.6.5, 3
533-3-0-0;"6.6.5, 4; 6.6.8, 1; 6.6.11, 3"
533-4-0-0;vervallen (mvt)
533-5-0-0;6.6.7
533-6-0-0;6.6.3
534-1-0-0;6.6.5, 1
534-2-0-0;6.6.5, 1
534-3-0-0;vervallen
534-4-0-0;vervallen
534-5-0-0;algemene regeling B1T9.2
535-1-0-0;6.6.9
535-2-0-0;vervallen (mvt)
535-3-0-0;algemene regeling B1T 9.2
536-1-0-0;vervallen
536-2-0-0;vervallen
537-1-0-0;6.6.6
537-2-0-0;6.6.6, 4 en 5
537-3-0-0;vervallen (mvt)
538-1-0-0;vervallen
538-2-0-0;vervallen
538-3-0-0;vervallen
539-1-0-0;"6.6.1, 1; 6.6.6, 1"
539-2-0-0;6.6.6, 1
539-3-0-0;5.8.26, 1
539-4-0-0;5.8.26, 2
539a-1-0-0;B6H3
539a-2-0-0;B6H3
539a-3-0-0;B6H3
539b-1-0-0;B6H3
539b-2-0-0;B6H3
539b-2-0-1;B6H3
539b-2-0-2;B6H3
539b-3-0-0;B6H3
539b-4-0-0;B6H3
539b-5-0-0;B6H3
539c-1-0-0;B6H3
539c-2-0-0;B6H3
539d-0-0-0;B6H3
539e-1-0-0;B6H3
539e-2-0-0;B6H3
539f-1-0-0;B6H3
539f-2-0-0;B6H3
539f-3-0-0;B6H3
539f-4-0-0;B6H3
539f-5-0-0;B6H3
539g-0-0-0;B6H3
539h-1-0-0;B6H3
539h-1-0-1;B6H3
539h-1-0-2;B6H3
539h-1-0-3;B6H3
539h-2-0-0;B6H3
539i-0-0-0;B6H3
539i-1-0-0;B6H3
539i-2-0-0;B6H3
539i-3-0-0;B6H3
539i-4-0-0;B6H3
539j-1-0-0;B6H3
539j-2-0-0;B6H3
539j-3-0-0;B6H3
539j-4-0-0;B6H3
539k-1-0-0;B6H3
539k-2-0-0;B6H3
539k-2-a-0;B6H3
539k-2-b-0;B6H3
539k-3-0-0;B6H3
539l-1-0-0;B6H3
539l-2-0-0;B6H3
539l-3-0-0;B6H3
539l-3-a-0;B6H3
539l-3-b-0;B6H3
539l-4-0-0;B6H3
539l-5-0-0;B6H3
539l-6-0-0;B6H3
539m-1-0-0;B6H3
539m-1-0-0;B6H3
539m-1-0-0;B6H3
539m-2-0-0;B6H3
539n-1-0-0;B6H3
539n-2-0-0;B6H3
539n-3-0-0;B6H3
539o-1-0-0;B6H3
539o-2-0-0;B6H3
539p-1-0-0;B6H3
539p-2-0-0;B6H3
539p-3-0-0;B6H3
539q-0-0-0;B6H3
539r-1-0-0;B6H3
539r-2-0-0;B6H3
539s-1-0-0;B6H3
539s-2-0-0;B6H3
539t-0-0-0;B6H3
539u-1-0-0;B6H3
539u-2-0-0;B6H3
539u-3-0-0;B6H3
539v-1-0-0;B6H3
539v-2-0-0;B6H3
539v-2-0-1;B6H3
539v-2-0-2;B6H3
539v-2-0-3;B6H3
539v-3-0-0;B6H3
539v-4-0-0;B6H3
539v-5-0-0;B6H3
539w-1-0-0;B6H3
539w-2-0-0;B6H3
540-1-0-0;vervallen (mvt)
540-2-0-0;vervallen (mvt)
540-2-a-0;vervallen (mvt)
540-2-b-0;vervallen (mvt)
541-1-0-0;vervallen (mvt)
541-2-0-0;vervallen (mvt)
541-3-0-0;vervallen (mvt)
542-1-0-0;vervallen (mvt)
542-2-0-0;vervallen (mvt)
542-3-0-0;vervallen (mvt)
542-4-0-0;vervallen (mvt)
543-1-0-0;vervallen (mvt)
543-2-0-0;vervallen (mvt)
543-3-0-0;vervallen (mvt)
543-4-0-0;vervallen (mvt)
543-5-0-0;vervallen (mvt)
544-0-0-0;vervallen (mvt)
545-1-0-0;vervallen (mvt)
545-2-0-0;vervallen (mvt)
545-3-0-0;vervallen (mvt)
545-4-0-0;vervallen (mvt)
545-5-0-0;vervallen (mvt)
546-1-0-0;vervallen (mvt)
546-2-0-0;vervallen (mvt)
546-3-0-0;vervallen (mvt)
546-4-0-0;vervallen (mvt)
547-1-0-0;vervallen (mvt)
547-2-0-0;vervallen (mvt)
547-3-0-0;vervallen (mvt)
548-1-0-0;vervallen (mvt)
548-2-0-0;vervallen (mvt)
548-3-0-0;vervallen (mvt)
548-4-0-0;vervallen (mvt)
549-0-0-0;vervallen (mvt)
550-0-0-0;vervallen (mvt)
551-1-0-0;2.7.9, 2
551-2-0-0;6.5.5
551a-0-0-0;6.5.2
552-0-0-0;6.5.5
552a-1-0-0;"6.4.1, 1; 6.4.5, 1"
552a-2-0-0;6.4.5, 1, a
552a-3-0-0;"6.4.1, 2; 6.4.5, 2"
552a-4-0-0;"6.4.1, 3; 6.4.5, 2"
552a-5-0-0;6.4.6, 5
552a-6-0-0;algemene regeling B1T9.1
552a-7-0-0;algemene regeling B1T 2.3
552a-8-0-0;2.7.70, 2
552a-9-0-0;vervallen
552a-10-0-0;6.4.9, 1
552ab-1-0-0;6.4.2, 1
552ab-2-0-0;6.4.2, 2
552ab-3-0-0;algemene regeling B1T2.3
552ab-4-0-0;"B6H4 Afdeling 4.1.3; 6.4.8, 1"
552b-1-0-0;6.4.3, 1
552b-2-0-0;6.4.3, 3
552b-3-0-0;algemene regeling B1T2.3
552b-4-0-0;6.4.9, 1
552b-5-0-0;6.4.9, 2
552c-0-0-0;2.7.22, 5
552ca-1-0-0;6.4.6, 2
552ca-2-0-0;2.7.26, 4
552ca-3-0-0;6.4.6, 1 en 2
552d-1-0-0;6.4.9, 3
552d-2-0-0;"2.7.71, 3; 6.4.14"
552d-3-0-0;2.7.71, 2
552d-4-0-0;vervallen
552e-1-0-0;6.4.10, 1
552e-2-0-0;2.7.29, 4
552f-1-0-0;6.4.12, 1
552f-2-0-0;6.4.12, 2
552f-3-0-0;6.4.12, 3
552f-4-0-0;algemene regeling B1T2.3
552f-5-0-0;6.4.12, 4
552f-6-0-0;6.4.15, 1 en 2
552f-7-0-0;6.4.3, 2
552fa-1-0-0;6.4.13, 1, a
552fa-2-0-0;6.4.13, 3
552fa-3-0-0;"6.4.13, 2, 3 en 4; 6.4.15, 2"
552fa-4-0-0;6.4.13, 5
552g-0-0-0;6.4.10, 2
